,Unnamed: 0,pub_date,actual,forecast,previous,rolling_std,z-score,1,5,6,7
47,47,2009-02-12,-159,-166,-195,52.83995274468556,0.13247551590030582,603.52002,594.23999,87500,-0.03492417668831571
48,48,2009-02-19,-24,-49,-159,58.04517571893828,0.4306990148682297,552.6400150000002,538.5599980000002,137300,-0.09838435404728862
49,49,2009-02-26,-101,-98,-24,55.807230442810614,-0.05375647521290813,533.76001,540.159973,164200,0.002966434693512099
50,50,2009-03-05,-102,-95,-101,53.54494006029518,-0.13073130705006922,570.5599980000002,535.039978,110700,-0.009523872644487064
51,51,2009-03-12,-112,-104,-102,53.67381845815318,-0.14904846030727634,498.23999000000003,529.919983,176200,-0.009615449661334097
52,52,2009-03-19,-30,-26,-112,59.40379285921568,-0.06733576775947321,491.51998899999995,552.320007,588900,0.04140158145229478
53,53,2009-03-26,3,-10,-30,67.36124908868507,0.1929892954164898,564.47998,519.3599849999998,450100,-0.06153034568429572
54,54,2009-04-02,0,-1,3,72.0479638220893,0.01387964276782807,488.32000700000003,486.72000099999997,391600,-0.0649082443190272
55,55,2009-04-09,20,12,0,79.72965685250489,0.10033907476611273,476.48001100000016,464.32000700000003,274000,-0.047115026353864664
56,56,2009-04-16,21,18,20,80.35428181534948,0.037334662599484925,466.880005,462.079987,263000,-0.004835976640882755
57,57,2009-04-23,46,40,21,78.33857171395081,0.07659062284041487,447.040009,435.200012,369700,-0.05993228501548842
58,58,2009-04-30,82,82,46,73.25836388282144,0.0,410.23999,420.160004,434300,-0.03517012248064777
59,59,2009-05-07,95,94,82,69.06716099039198,0.014478660852139431,495.040009,519.039978,972100,0.21134530846643518
60,60,2009-05-14,95,100,95,74.93325312731605,-0.06672605006891537,520.0,533.76001,504400,0.02796540936429004
61,61,2009-05-21,103,95,95,72.69295118176967,0.11005193584720334,483.200012,451.839996,1139700,-0.16661819245320775
